Latitude,Longitude,Elevation,Slope,BIO01_Historical_Mean,BIO05_Historical_Max,BIO06_Historical_Min,BIO12_Historical_Prec,BIO13_Historical_Prec,BIO15_Historical_Prec,Aspect
46.76298064219909,12.066583086650136,1159,7,7.616667,22.3,-5.0,794.0,114.0,39.3,175
46.56474211054189,11.336796933951172,847,11,9.962501,25.1,-2.4,741.0,92.0,33.4,77
46.721186155253,11.328648971632836,1357,12,6.904167,21.1,-4.6,755.0,104.0,41.7,88
46.60242389448595,11.915646191873424,1592,16,5.5375,19.5,-6.1,942.0,129.0,39.2,256
46.63163640711229,10.715930680815411,1071,9,8.879167,23.8,-3.8,594.0,79.0,35.8,168
46.46832642739838,11.2306621940898,958,29,9.641666,24.7,-2.9,673.0,85.0,35.7,85
46.72296137453804,11.955631857260682,1701,13,5.2208333,18.7,-5.8,998.0,135.0,36.4,202
46.72296708943532,11.951003130370454,1701,13,5.2208333,18.7,-5.8,998.0,135.0,36.4,202
46.50540291235454,11.502401596184503,846,8,10.095834,25.5,-2.7,757.0,92.0,32.0,358
46.75554984880892,12.239903279222483,1483,8,6.0708327,20.2,-5.8,952.0,130.0,36.6,152
46.758055890427954,12.24458847920171,1527,10,5.858333,19.9,-5.8,981.0,133.0,36.2,272
46.76013471607765,12.23768784317942,1592,11,5.554167,19.3,-5.8,1027.0,137.0,34.7,163
46.74363326221582,12.228961150062972,1376,12,6.566666,21.0,-5.7,874.0,122.0,37.5,156
46.63204000438768,10.714924020369716,1071,9,8.879167,23.8,-3.8,594.0,79.0,35.8,168
46.759081908167865,12.26130706815689,1652,8,5.175,18.8,-6.1,1071.0,142.0,33.8,241
46.7613255142583,12.240269943451406,1592,11,5.554167,19.3,-5.8,1027.0,137.0,34.7,163
46.741654780876345,12.22789888865138,1304,9,6.9,21.6,-5.7,823.0,116.0,38.4,230
46.743625325976645,12.220102462111294,1510,16,6.0333343,20.1,-5.7,951.0,130.0,35.6,168
46.76034609015564,11.783954816123524,1852,17,4.795833,17.8,-5.8,1006.0,133.0,34.4,226
46.686077656924304,11.892476423846905,1121,4,7.9750004,22.8,-4.6,816.0,114.0,39.3,197
46.68471838140809,11.89388406720843,1121,4,7.9750004,22.8,-4.6,816.0,114.0,39.3,197
46.95368408625623,11.362479254241515,1358,12,6.191667,20.5,-5.3,922.0,128.0,40.4,48
46.788499996499816,11.950766690415678,905,2,8.825,24.1,-4.4,850.0,117.0,35.8,333
46.9189940225061,11.798804122252683,1525,9,5.1208334,19.4,-6.4,1015.0,142.0,38.8,110
46.92023130520921,11.790426888456318,1695,13,4.329167,18.2,-6.9,1063.0,146.0,36.7,48
46.92170271868026,11.790269396827457,1695,13,4.329167,18.2,-6.9,1063.0,146.0,36.7,48
46.835484134011736,11.478829872683807,1391,13,6.383333,20.7,-4.9,848.0,117.0,42.2,115
47.02531923200996,12.041348479971282,1682,22,4.4041667,18.1,-6.9,1157.0,157.0,33.7,163
46.89561728436122,11.86658447423014,1455,18,6.0833335,20.2,-5.4,961.0,137.0,39.6,176
46.60366455436444,11.613648663238902,1234,17,8.116668,22.6,-3.5,746.0,100.0,39.3,196
46.58786135945356,11.208976376164053,594,31,11.212501,27.0,-2.2,773.0,93.0,29.7,232
46.70418478455445,11.872162419463695,1381,16,6.9125,21.1,-4.7,861.0,123.0,41.0,108
46.72314481161225,11.954156204614048,1701,13,5.2208333,18.7,-5.8,998.0,135.0,36.4,202
46.54268073532477,11.326379904082538,1219,2,8.604167,23.2,-3.0,651.0,87.0,39.9,161
46.866192728605895,11.513296249032315,1063,17,8.329166,22.9,-3.8,867.0,121.0,38.4,217
46.61713294732987,11.866765119131644,1662,7,5.491667,19.2,-5.8,959.0,133.0,38.9,115
46.60975414430544,10.781621323699676,890,18,9.725,25.0,-3.0,633.0,82.0,34.0,13
46.72649965208715,11.21345889358257,830,25,9.758334,24.9,-2.7,767.0,102.0,34.4,275
46.54774589060285,11.69544092799202,1581,2,5.9874997,20.0,-5.4,821.0,112.0,40.5,38
46.74039941434829,11.43577304101998,1603,4,5.4583325,19.4,-5.7,777.0,107.0,40.4,181
46.56569779003112,11.52480224307359,641,10,10.879166,26.5,-2.4,809.0,96.0,29.5,323
46.25263267528175,11.253602783375406,688,19,10.816667,25.9,-1.8,746.0,89.0,27.3,289
46.91499097215181,11.69023325235342,1516,4,5.5625,19.7,-5.8,983.0,137.0,38.9,168
46.88300081672436,11.719059773228317,1102,14,7.6958337,22.4,-4.7,918.0,132.0,39.8,190
46.8920815335991,11.407146326332382,1396,18,6.804167,21.0,-4.4,866.0,121.0,41.2,162
46.439694016427765,11.479957914985633,1116,21,8.833333,23.6,-3.1,683.0,88.0,37.5,239
46.87713260842906,11.492272443680095,1304,25,7.262501,21.5,-4.1,882.0,122.0,40.8,207
46.89012953717707,11.455083352876368,1038,17,8.316667,23.0,-3.9,875.0,122.0,38.4,267
46.48512789628533,11.438533921734685,600,20,11.083333,26.7,-2.2,806.0,91.0,27.6,351
46.53931421594158,11.388833833101238,984,19,9.55,24.6,-2.6,703.0,91.0,36.3,272
46.87557337934325,11.49720301415909,1304,25,7.262501,21.5,-4.1,882.0,122.0,40.8,207
46.48833504854909,11.24696177673015,509,15,11.691666,27.6,-2.0,805.0,94.0,28.0,66
46.48020445847947,11.26211888112004,337,4,12.454169,28.6,-1.6,860.0,106.0,26.7,21
46.65019664168008,11.361238427619169,1065,10,8.479166,23.3,-3.6,746.0,100.0,38.1,275
46.87631852966007,11.424746909111176,1169,18,7.5958333,22.0,-4.1,862.0,121.0,40.0,356
46.86259739826822,11.484053217456225,1022,14,8.3625,23.0,-3.9,861.0,120.0,38.6,17
46.74019373594007,11.437264466866798,1603,4,5.4583325,19.4,-5.7,777.0,107.0,40.4,181
46.56460914288428,11.52396537711623,641,10,10.879166,26.5,-2.4,809.0,96.0,29.5,323
46.26870126445248,11.241097905787203,213,8,12.641665,28.3,-0.9,891.0,109.0,22.2,269
46.92747877937543,11.98977417877497,1513,24,5.5541663,19.4,-5.9,1005.0,140.0,37.3,192
46.9021462855348,11.878095559361151,1682,21,5.1875,18.7,-5.7,1063.0,146.0,35.9,182
46.89989438416883,11.852021483227515,1430,17,6.195833,20.4,-5.3,954.0,136.0,39.5,187
46.89643407515389,11.865901557067136,1455,18,6.0833335,20.2,-5.4,961.0,137.0,39.6,176
46.89646703882785,11.867395073291538,1394,15,6.3416667,20.6,-5.3,952.0,136.0,39.6,165
46.89637252373677,11.844160396863264,1382,14,6.3833337,20.7,-5.3,945.0,135.0,39.8,190
46.67603277951456,11.895321555901058,1190,5,7.6666665,22.4,-4.7,816.0,115.0,40.0,39
46.24790657535332,11.230960311297313,255,14,12.583333,28.3,-0.9,889.0,108.0,21.9,315
46.560657823103696,11.339124968962542,847,11,9.962501,25.1,-2.4,741.0,92.0,33.4,77
46.74787409260564,11.197447381450196,826,28,9.516667,24.7,-3.0,780.0,104.0,35.0,111
46.56973848954456,11.06542309194517,974,14,9.075,23.9,-2.8,656.0,85.0,36.5,142
46.64849782638517,11.22636687849305,1322,11,7.795833,22.2,-3.7,646.0,89.0,41.2,239
46.66144823083201,11.550094220510193,883,6,9.45,24.6,-3.4,817.0,107.0,34.8,187
46.468636679615486,11.576134001648716,1407,11,6.9208336,21.0,-4.5,728.0,98.0,40.5,251
46.44344118495835,11.54741290211031,1506,4,6.8416667,20.6,-4.2,694.0,94.0,41.8,179
46.63950116804336,11.82720584631784,1905,15,4.195833,17.2,-6.5,1065.0,142.0,33.9,107
46.42571258112106,11.518282439974453,1151,4,8.441667,22.9,-3.2,697.0,89.0,38.1,196
46.52595188593724,11.254519342555655,313,15,12.224999,28.2,-1.7,860.0,106.0,27.2,252
46.53001328128115,11.260522868319416,592,21,11.229165,27.0,-2.2,782.0,91.0,28.9,238
46.54784487281458,11.526224242529624,807,12,10.183334,25.7,-2.7,769.0,95.0,32.3,250
46.57324028392899,11.530836104275089,664,17,10.716667,26.3,-2.5,808.0,97.0,29.8,263
46.58330328739591,11.167226915109625,382,19,11.787498,27.6,-1.6,823.0,96.0,27.3,55
46.39199813061816,11.482740839096952,1209,7,8.204166,22.7,-3.5,668.0,87.0,39.0,357
46.38303068367002,11.272011655078606,254,10,12.837501,28.9,-1.2,881.0,111.0,24.7,250
46.413875918142,11.494176214619394,1090,7,8.733335,23.4,-3.2,688.0,89.0,37.3,299
46.66155396550288,11.187660233289549,430,13,11.866666,27.8,-1.6,824.0,98.0,28.5,260
46.38311065436588,11.282819980970345,433,0,12.187499,28.1,-1.6,830.0,102.0,26.0,21
46.72428011180981,11.880097661211282,1377,20,6.979166,21.1,-4.6,849.0,122.0,41.7,70
46.480319154985,11.262216920293232,337,4,12.454169,28.6,-1.6,860.0,106.0,26.7,21
46.68658413249887,10.607653928695283,1707,24,5.7083335,19.5,-6.3,529.0,69.0,33.8,150
46.57910727148798,11.611715682593298,1420,11,7.1166663,21.3,-4.3,738.0,101.0,40.8,335
46.53716167219623,11.777808740454702,1964,12,3.8708332,16.9,-7.0,1015.0,136.0,35.3,287
46.350618864502486,11.33670232844682,944,12,9.645833,24.7,-2.6,663.0,80.0,33.4,204
46.57215506266891,10.553655035937254,1474,13,6.1625,20.6,-6.1,492.0,68.0,40.4,299
46.60912322891836,11.379946604604308,987,13,8.958334,23.8,-3.1,737.0,97.0,36.9,231
46.806483191776536,11.98692750772681,1292,14,7.2708335,21.7,-4.7,837.0,121.0,40.2,174
46.601681612032486,11.585994101332837,1131,16,8.695834,23.5,-3.3,744.0,99.0,38.2,188
46.56545600844298,11.552435850506996,1041,3,9.1375,24.3,-3.2,737.0,97.0,37.0,351
46.42576986456934,11.349238433020709,322,19,12.375,28.5,-1.4,865.0,110.0,26.5,294
46.31443709945472,11.278788704654216,328,12,12.125,27.8,-1.4,873.0,108.0,23.5,326
46.22945353763133,11.212943563568222,575,18,11.570834,27.2,-1.5,784.0,94.0,25.3,355
46.69561174491313,10.50051741685961,1543,14,6.0874996,20.3,-6.2,567.0,75.0,35.2,141
46.80109409501621,11.662994011523448,1165,16,8.204166,22.6,-3.7,849.0,117.0,39.5,163
46.58257215415532,11.170930925684006,382,19,11.787498,27.6,-1.6,823.0,96.0,27.3,55
46.52411707917843,10.93426944572017,1362,17,6.9999995,21.4,-4.8,511.0,70.0,41.9,133
46.59762968705877,11.570508785365918,794,4,10.1125,25.6,-2.9,790.0,99.0,32.3,351
46.59691874403544,11.094513914729603,724,10,10.133334,25.2,-2.3,732.0,90.0,32.2,135
46.43282911967888,11.472422927143343,1079,15,8.958333,23.8,-3.1,682.0,88.0,37.4,34
46.84324955842111,11.968106683310827,1315,21,7.1708336,21.6,-4.8,873.0,124.0,39.8,243
46.68640672813834,10.607550741604877,1707,24,5.7083335,19.5,-6.3,529.0,69.0,33.8,150
46.754869616944674,11.874286525138874,1015,1,8.433333,23.3,-4.3,826.0,116.0,38.1,107
46.439498128533565,11.47761402508884,1116,21,8.833333,23.6,-3.1,683.0,88.0,37.5,239
46.52901221123396,11.27997003803938,910,16,9.966666,25.2,-2.6,695.0,88.0,34.4,203
46.455476878802,11.25440447063902,473,6,11.966666,28.0,-1.9,824.0,98.0,27.3,78
46.23927659586938,11.225513058209712,474,24,11.8125,27.4,-1.4,824.0,100.0,23.8,333
46.3156339924021,11.299530249305365,541,18,11.208335,26.6,-1.8,803.0,96.0,25.7,341
46.322935119263136,11.303619659671783,705,22,10.620833,25.9,-2.1,743.0,88.0,28.4,276
46.33341453789939,11.307651372181276,466,14,11.625,27.3,-1.7,822.0,100.0,25.6,311
46.57356282312112,11.355977499842693,1116,19,8.795834,23.4,-2.9,687.0,91.0,38.7,160
46.542999464422834,11.328247680633824,1219,2,8.604167,23.2,-3.0,651.0,87.0,39.9,161
46.94452006902365,11.378661593727273,1516,18,5.712501,19.8,-5.5,916.0,126.0,40.6,26
46.623146051905536,11.51199615031822,1043,17,8.787499,23.6,-3.4,765.0,101.0,37.3,104
46.48020777168455,11.50337838596804,929,14,9.658334,24.8,-2.9,735.0,92.0,34.2,228
46.68193824552701,10.916725614609456,1747,33,5.15,18.4,-5.9,519.0,71.0,38.0,51
46.71520152862446,11.9028489381328,1238,14,7.4708333,21.9,-4.7,818.0,116.0,39.9,34
46.278591685425845,11.28441497185749,1336,11,7.883333,21.8,-3.3,536.0,70.0,40.5,250
46.61926955856876,11.553090970041982,788,18,10.1375,25.5,-2.8,798.0,100.0,32.6,317
46.43799841700511,11.47776059362148,1116,21,8.833333,23.6,-3.1,683.0,88.0,37.5,239
46.60710453296572,11.139770722003448,678,12,10.7,26.0,-1.9,742.0,91.0,31.0,30
46.451371049023166,11.466460364625348,1273,14,8.2875,22.8,-3.2,656.0,87.0,39.8,211
46.5587549670059,10.56120267449884,1607,10,5.308333,19.5,-6.8,467.0,63.0,39.9,238
46.98609443925796,11.200891000363136,2508,12,-0.59999996,11.1,-10.5,1144.0,128.0,16.9,338
46.35362342124306,11.61998250690712,1370,17,7.0833335,21.2,-4.4,746.0,99.0,40.5,151
46.59495397592836,10.687466121493449,1736,22,5.141667,18.6,-6.2,429.0,58.0,39.2,38
46.24583603047749,11.824582059701507,1545,19,5.9999995,19.5,-5.4,926.0,117.0,37.1,242
46.37416179141298,10.897582234165078,1088,23,8.241668,23.2,-4.3,561.0,72.0,36.9,225
46.71624730492222,11.6551807383111,563,3,10.945834,26.6,-2.8,866.0,106.0,29.6,94
46.46123281951834,11.308235643451416,242,8,12.987499,29.5,-1.3,885.0,112.0,26.2,102
46.46196144119681,10.761364813828123,2507,19,-0.7874999,11.5,-11.1,526.0,59.0,16.6,201
46.53384191588461,11.656872113061226,1844,4,4.6583333,18.3,-6.4,869.0,116.0,36.3,102
46.77088696922051,12.10856823426976,1254,10,7.254167,21.9,-5.2,812.0,117.0,39.3,157
46.979319592164224,10.52532231202321,1467,17,5.933333,20.0,-6.0,833.0,113.0,32.3,186
46.47188518655179,12.01218497689958,2076,13,3.3374996,15.8,-7.4,1213.0,150.0,30.1,168
46.77323953248494,10.951224459607786,2962,19,-3.5125,7.5,-13.1,1207.0,121.0,13.6,190
46.54068525962174,10.824701709863394,2662,14,-0.9875,10.7,-10.6,679.0,72.0,13.3,348
46.47753368964874,11.73940501018854,1531,12,5.883333,19.9,-5.6,847.0,114.0,40.4,144
46.681266753230766,10.889359199766256,2577,14,-0.21250004,11.4,-9.9,784.0,88.0,16.4,332
46.84635516033129,12.31359811525641,2311,19,1.2583333,13.6,-9.0,1405.0,163.0,21.4,45
46.96694953930842,11.239431014854278,2948,15,-3.429166,7.5,-12.8,1462.0,146.0,13.6,273
46.68345032742559,11.11113432249941,516,17,11.291667,26.8,-1.8,812.0,100.0,29.6,167
46.488372787226666,10.585090462075447,2547,12,-1.3875002,10.6,-11.6,633.0,72.0,16.4,19
46.658975991325846,11.89797322258725,1426,10,6.670833,20.8,-4.9,860.0,121.0,40.5,349
46.44911181827963,11.635644817016583,2015,10,3.4374993,16.0,-7.1,910.0,119.0,34.9,77
46.28878583742991,12.000590562068878,950,17,9.241668,24.1,-3.5,868.0,100.0,30.0,49
46.38760453149945,11.944581241260146,1605,19,6.066667,19.5,-5.1,991.0,126.0,36.4,180
46.38770538563338,10.526846067366812,3024,25,-3.341667,8.2,-13.0,842.0,83.0,11.8,293
46.2883831357987,11.94275911374598,1226,34,7.4499993,21.6,-4.4,866.0,104.0,32.1,2
46.91636794498638,10.717187472624373,2512,23,-0.8958332,11.6,-11.3,1055.0,116.0,15.3,89
46.761761345611525,11.193931273083797,1148,18,7.9708333,22.6,-3.7,753.0,104.0,39.5,98
46.73686365727773,11.864848947595284,1335,20,7.0458336,21.3,-4.6,845.0,121.0,41.4,62
46.5342119007035,11.550017989958278,1018,14,9.020833,24.2,-3.4,738.0,95.0,35.3,333
46.41726583965022,11.850119944391585,2355,24,1.0791668,12.8,-8.9,1171.0,139.0,26.1,89
46.64547866386194,11.423893509141278,2249,10,2.1125,14.7,-8.1,780.0,97.0,26.2,148
46.57910638775461,10.70787838472773,2115,33,2.4166667,15.2,-8.2,452.0,58.0,28.4,291
46.60778439039109,12.1755560252858,2148,15,2.4041667,14.5,-7.9,1276.0,154.0,26.9,358
46.95175455959729,11.451522287932038,1307,7,6.691667,21.2,-4.8,927.0,127.0,39.7,187
46.391063000256246,11.50999656371568,1490,8,6.8374996,20.6,-4.2,666.0,90.0,41.6,331
46.460056778901766,10.644466469555196,2805,14,-2.675,9.1,-12.4,741.0,78.0,12.7,25
46.72635550568744,12.146953631672767,1264,11,7.0875,21.7,-5.4,785.0,114.0,41.0,307
46.92301912536469,11.684954641146897,1767,22,4.395833,17.9,-6.4,1046.0,142.0,35.4,166
46.56093951650879,10.908991447002103,2293,16,1.3666668,13.7,-8.6,466.0,55.0,22.1,179
46.872067457390166,11.509063737258552,1316,26,7.3250003,21.5,-4.0,875.0,122.0,40.6,211
46.95116718494444,11.16677873598475,3202,11,-5.066666,5.4,-14.1,1584.0,162.0,15.1,101
46.56937397440089,10.92674616663212,2578,7,-0.07500017,11.6,-9.6,650.0,70.0,14.5,166
46.472018485288864,11.159805703792456,1438,7,7.183334,21.2,-4.1,511.0,69.0,43.4,203
46.56165663549361,11.455592455741598,1405,9,7.2791667,21.4,-4.1,689.0,93.0,41.3,128
46.49814987045324,10.724660392826546,2024,22,2.3333333,15.7,-8.9,359.0,47.0,33.2,321
46.40356047514705,10.815214279350416,1468,15,5.991667,20.4,-6.1,424.0,58.0,41.8,8
46.51885386362555,11.815132014162584,2763,10,-1.0083331,10.2,-10.5,1200.0,127.0,14.7,179
46.42983842933063,12.30025161613931,1160,9,7.408333,21.9,-5.2,943.0,113.0,32.0,188
47.02352096157448,10.77743347626783,2085,9,1.8708334,14.6,-8.9,940.0,113.0,22.1,207
46.62951852750294,11.64037596733822,1263,20,7.9458327,22.4,-3.6,761.0,103.0,40.3,356
46.50408390605219,10.562320836771509,3063,21,-4.0166664,6.8,-13.1,980.0,98.0,12.6,63
46.34477039562012,10.94848763792339,1339,21,7.2041664,21.5,-4.6,448.0,60.0,41.9,340
46.76438316178408,10.953150150667003,2527,25,-0.8624997,11.0,-11.0,868.0,96.0,16.0,182
46.42218032505918,11.19175502538742,1420,9,7.3875003,21.4,-3.9,515.0,69.0,43.2,201
46.73268405655634,11.188255732870854,831,25,9.633333,24.8,-2.9,777.0,103.0,34.6,123
46.87922365732392,11.246301619639558,2226,18,1.8583335,14.4,-8.4,929.0,116.0,25.9,205
46.48475138678288,12.062496421794163,2071,12,3.0125,15.5,-7.6,1246.0,153.0,31.0,72
46.912591863850416,11.80165682600894,1425,10,5.808333,20.3,-5.9,977.0,139.0,40.0,62
46.79543305407216,10.91235850932457,2803,14,-2.9458332,8.5,-12.8,1097.0,111.0,12.6,342
46.74292442846475,10.924054575474216,2524,24,-0.24583352,11.6,-10.4,838.0,91.0,16.0,130
46.54586747025967,12.259254641449076,1463,12,5.8250003,19.6,-5.8,978.0,128.0,36.1,205
46.33890173933568,12.252161382279857,1578,23,6.320833,19.7,-4.9,1078.0,127.0,30.6,286
46.783204471753926,11.513001363512275,2220,16,1.8208332,14.6,-8.5,959.0,121.0,27.4,31
47.01112762819192,10.82767545167541,2600,10,-1.2541667,10.5,-11.2,1250.0,131.0,14.6,141
46.42193547906588,11.490940751773666,983,3,9.245833,24.2,-3.0,712.0,89.0,35.2,237
46.93191352378753,11.54450167134401,1778,14,4.3958335,17.9,-6.5,966.0,130.0,35.5,329
46.5073774582141,11.13448824594454,1463,7,6.7374997,20.6,-4.4,518.0,70.0,43.1,216
46.55138767910523,12.101806258197849,1668,21,5.1249995,18.5,-6.0,1059.0,138.0,35.3,101
46.29641764929711,11.70108841609881,1583,9,5.6791663,19.6,-5.8,810.0,105.0,39.2,4
46.76187833950062,11.969069965474093,1461,21,6.379167,20.4,-5.0,882.0,125.0,39.7,334
46.97767349262156,11.196669850665277,2812,22,-2.658333,8.4,-12.2,1350.0,138.0,13.9,1
46.47248215838246,11.03143717819426,1261,1,7.6499996,22.1,-4.1,554.0,73.0,40.5,14
47.0209081166421,11.339050882698466,1706,16,4.5458336,17.9,-6.3,970.0,135.0,37.0,356
46.41827194739267,11.83226130290029,2473,22,0.22083318,11.7,-9.6,1116.0,130.0,23.3,292
46.74647407592275,11.896423580573304,1743,15,5.4250007,18.7,-5.4,981.0,134.0,37.0,315
46.661242694950246,11.0765775766913,870,26,9.783334,24.8,-2.6,704.0,92.0,34.8,316
46.4405190041372,11.188129829362122,1427,7,7.304167,21.3,-4.0,521.0,70.0,43.1,255
46.95058647849459,11.41070387955298,1563,27,5.441667,19.5,-5.7,938.0,127.0,38.8,191
46.62948515675595,11.986779669842534,2635,13,-0.4708332,10.9,-10.1,1287.0,139.0,16.4,49
46.38484073368778,11.421503887468884,1428,3,7.2000003,21.3,-4.0,602.0,81.0,41.9,13
46.84111931189471,11.570140163848873,1865,11,4.7083335,17.5,-5.6,926.0,124.0,35.0,18
46.97793226190171,10.831706613880211,2792,8,-2.470833,9.1,-12.2,1346.0,134.0,14.5,74
46.52405014864042,12.211273672745753,2183,17,2.3041668,14.4,-8.0,1308.0,153.0,25.8,65
46.49268635852387,12.28271994002515,2099,11,2.7291667,14.9,-7.6,1372.0,156.0,25.0,170
46.99636561981459,12.308119501539023,2191,15,1.5,14.1,-8.9,1395.0,170.0,23.8,350
46.38139307800234,11.072157425741446,645,6,11.025001,26.7,-2.1,720.0,83.0,28.4,293
46.3643470001648,11.093147656646774,870,6,10.162499,25.7,-2.7,640.0,77.0,32.7,320
46.90133381507904,11.238573136600191,1945,7,3.2291663,16.4,-7.5,873.0,116.0,33.7,4
46.30679297532348,11.56650678467527,1851,23,5.170833,18.1,-5.2,764.0,100.0,38.3,139
46.34094159968889,12.351874662627912,1611,23,6.1166663,19.5,-5.0,1109.0,128.0,28.4,249
46.48616062558444,11.05269785676095,1810,9,4.733333,17.8,-5.9,400.0,55.0,42.1,256
