Latitude,Longitude,Elevation,Slope,BIO01_Historical_Mean,BIO05_Historical_Max,BIO06_Historical_Min,BIO12_Historical_Prec,BIO13_Historical_Prec,BIO15_Historical_Prec,Aspect
46.57215506266891,10.553655035937254,1474,13,9.6875,26.4,-1.8,447.0,54.0,32.8,299
46.60912322891836,11.379946604604308,987,13,12.416667,29.5,0.5,665.0,81.0,30.5,231
46.806483191776536,11.98692750772681,1292,14,10.724999,27.7,-1.1,747.0,94.0,30.9,174
46.601681612032486,11.585994101332837,1131,16,12.166665,29.3,0.2,669.0,83.0,31.7,188
46.56545600844298,11.552435850506996,1041,3,12.6125,30.1,0.4,666.0,81.0,30.4,351
46.42576986456934,11.349238433020709,322,19,15.8625,34.1,2.1,789.0,95.0,21.7,294
46.31443709945472,11.278788704654216,328,12,15.616666,33.4,2.2,799.0,91.0,18.7,326
46.22945353763133,11.212943563568222,575,18,15.066667,32.6,1.9,709.0,79.0,20.1,355
46.69561174491313,10.50051741685961,1543,14,9.591666,26.1,-1.8,516.0,60.0,26.1,141
46.80109409501621,11.662994011523448,1165,16,11.650001,28.5,-0.0,764.0,97.0,31.3,163
46.58257215415532,11.170930925684006,382,19,15.258334,33.1,1.9,750.0,85.0,21.7,55
46.52411707917843,10.93426944572017,1362,17,10.504167,27.1,-0.6,464.0,59.0,35.6,133
46.59762968705877,11.570508785365918,794,4,13.583333,31.4,0.7,713.0,83.0,26.0,351
46.59691874403544,11.094513914729603,724,10,13.604168,30.9,1.3,666.0,76.0,25.3,135
46.43282911967888,11.472422927143343,1079,15,12.4375,29.5,0.4,610.0,74.0,31.7,34
46.84324955842111,11.968106683310827,1315,21,10.620832,27.5,-1.2,782.0,97.0,30.3,243
46.68640672813834,10.607550741604877,1707,24,9.2,25.4,-1.9,480.0,55.0,24.9,150
46.754869616944674,11.874286525138874,1015,1,11.895833,29.2,-0.7,740.0,91.0,29.8,107
46.439498128533565,11.47761402508884,1116,21,12.3125,29.3,0.4,611.0,74.0,31.7,239
46.52901221123396,11.27997003803938,910,16,13.462499,30.8,1.0,630.0,75.0,29.0,203
46.455476878802,11.25440447063902,473,6,15.441667,33.5,1.6,750.0,84.0,22.2,78
46.23927659586938,11.225513058209712,474,24,15.3083315,32.9,2.1,749.0,84.0,18.8,333
46.3156339924021,11.299530249305365,541,18,14.699998,32.2,1.8,729.0,81.0,20.6,341
46.322935119263136,11.303619659671783,705,22,14.1125,31.4,1.4,672.0,74.0,23.3,276
46.33341453789939,11.307651372181276,466,14,15.1125,32.8,1.9,750.0,85.0,20.6,311
46.57356282312112,11.355977499842693,1116,19,12.262498,29.1,0.7,618.0,76.0,32.5,160
46.542999464422834,11.328247680633824,1219,2,12.070834,28.8,0.7,587.0,73.0,33.8,161
46.94452006902365,11.378661593727273,1516,18,9.170834,25.6,-1.2,829.0,109.0,32.1,26
46.623146051905536,11.51199615031822,1043,17,12.258332,29.4,0.2,689.0,85.0,31.1,104
46.48020777168455,11.50337838596804,929,14,13.141665,30.6,0.7,661.0,79.0,28.6,228
46.68193824552701,10.916725614609456,1747,33,8.6375,24.3,-1.6,469.0,58.0,30.8,51
46.71520152862446,11.9028489381328,1238,14,10.9375,27.9,-1.0,729.0,92.0,32.0,34
46.278591685425845,11.28441497185749,1336,11,11.358333,27.5,0.4,481.0,60.0,36.0,250
46.61926955856876,11.553090970041982,788,18,13.608335,31.3,0.7,721.0,84.0,26.2,317
