Datum,Latitude,Longitude,UUID,MOVEMENT_C,MOVEMENT_D,GroundTemperature_K
2019-11-15 00:00:00,46.75554984880892,12.239903279222485,b51f4d48-1b3a-11ee-b7b8-0242ac13000b,5.0,Schnelles Fliessen (Mure),270.867431640625
2019-11-15 00:00:00,46.758055890427954,12.24458847920171,28321066-1b3d-11ee-9f49-0242ac13000b,5.0,Schnelles Fliessen (Mure),270.867431640625
2019-11-30 00:00:00,46.760134716077644,12.23768784317942,e96ceff8-1be7-11ee-a75c-0242ac13000b,2.0,Gleitung rotational/translational,264.9248046875
2019-11-30 00:00:00,46.74363326221582,12.228961150062972,fd7b3a94-1cc9-11ee-bf5a-0242ac13000b,2.0,Gleitung rotational/translational,264.5166015625
2021-06-24 00:00:00,46.632040004387676,10.714924020369716,d7ddf050-a2e5-11ed-ba1b-0242ac13000f,11.0,Gebiete mit diffus verteilten Oberflächenrutschungen,285.987060546875
2019-07-01 00:00:00,46.759081908167865,12.26130706815689,0508ba4a-1efd-11ee-847e-0242ac13000b,2.0,Gleitung rotational/translational,288.671630859375
2019-07-01 00:00:00,46.7613255142583,12.240269943451406,3631d7ec-1f29-11ee-a347-0242ac13000b,2.0,Gleitung rotational/translational,288.671630859375
2019-11-01 00:00:00,46.741654780876345,12.22789888865138,07b20b46-1cca-11ee-8395-0242ac13000b,2.0,Gleitung rotational/translational,276.10321044921875
2019-12-01 00:00:00,46.743625325976645,12.220102462111294,6b0d0c08-5c6d-11ee-baa5-0242ac13000b,2.0,Gleitung rotational/translational,261.7314147949219
2022-06-14 00:00:00,46.760346090155636,11.783954816123524,b5b07212-c362-11ed-b4e5-0242ac130003,7.0,Komplexe Rutschung,285.4814453125
2022-08-05 17:30:00,46.686077656924304,11.892476423846905,3df94fa4-c363-11ed-9a4b-0242ac130003,5.0,Schnelles Fliessen (Mure),291.879638671875
2022-08-05 17:30:00,46.68471838140809,11.89388406720843,832947aa-c363-11ed-a9d2-0242ac130003,5.0,Schnelles Fliessen (Mure),291.879638671875
2021-08-16 00:00:00,46.95368408625623,11.362479254241515,8f0e7d28-c41d-11ed-9f4d-0242ac130003,2.0,Gleitung rotational/translational,288.52783203125
2021-03-19 00:00:00,46.788499996499816,11.950766690415678,6f0c903e-179c-11ec-bd5d-0242ac130002,2.0,Gleitung rotational/translational,262.382080078125
2021-08-05 00:00:00,46.9189940225061,11.798804122252683,f2923a9c-47b9-11ec-8af6-0242ac13000d,2.0,Gleitung rotational/translational,281.81591796875
2021-08-05 00:00:00,46.92023130520921,11.790426888456318,33508812-47bb-11ec-b403-0242ac13000d,2.0,Gleitung rotational/translational,281.81591796875
2021-08-05 00:00:00,46.92170271868026,11.790269396827455,744c7fe2-47bb-11ec-a6b8-0242ac13000d,2.0,Gleitung rotational/translational,281.81591796875
2021-08-05 00:00:00,46.835484134011736,11.478829872683807,6f743094-47bd-11ec-a502-0242ac13000d,5.0,Schnelles Fliessen (Mure),282.59228515625
2021-05-27 00:00:00,47.02531923200996,12.041348479971282,49bda84e-4c90-11ec-834d-0242ac13000d,2.0,Gleitung rotational/translational,272.431640625
2021-05-30 00:00:00,46.89561728436122,11.866584474230141,ced9d286-4c91-11ec-9861-0242ac13000d,2.0,Gleitung rotational/translational,277.20166015625
2021-05-28 10:45:00,46.60366455436444,11.613648663238902,4a4218b0-4c93-11ec-b587-0242ac13000d,2.0,Gleitung rotational/translational,290.049560546875
2021-05-25 00:00:00,46.58786135945356,11.208976376164053,39277596-5294-11ec-8087-0242ac13000d,2.0,Gleitung rotational/translational,282.201416015625
2021-05-04 00:00:00,46.70418478455445,11.872162419463697,8751ee12-5295-11ec-8250-0242ac13000d,2.0,Gleitung rotational/translational,273.213134765625
2021-06-04 00:00:00,46.72314481161225,11.954156204614048,5e63b688-5296-11ec-9454-0242ac13000d,2.0,Gleitung rotational/translational,282.89990234375
2021-10-05 00:00:00,46.54268073532477,11.326379904082538,243e2de6-b04a-11ec-a59c-0242ac13000d,2.0,Gleitung rotational/translational,286.747802734375
2021-08-05 00:00:00,46.866192728605895,11.513296249032317,e6c36268-47be-11ec-ab1e-0242ac13000d,2.0,Gleitung rotational/translational,282.59228515625
2021-06-10 00:00:00,46.61713294732987,11.866765119131644,c28cea70-585d-11ee-8594-0242ac13000b,2.0,Gleitung rotational/translational,281.9189453125
2018-01-09 06:10:00,46.60975414430544,10.781621323699675,acf80e96-c566-11ec-8cc0-0242ac13000d,5.0,Schnelles Fliessen (Mure),273.16015625
2021-04-13 00:00:00,46.72649965208715,11.21345889358257,97e2b12c-bb17-11ec-a54d-0242ac13000d,2.0,Gleitung rotational/translational,272.22021484375
2021-06-09 00:00:00,46.54774589060285,11.69544092799202,f4dd460c-d361-11ef-b025-0242ac120003,2.0,Gleitung rotational/translational,281.62646484375
2021-08-15 19:00:00,46.74039941434829,11.435773041019981,b9f3c8d0-38c4-11ec-8e0a-0242ac130002,2.0,Gleitung rotational/translational,289.07275390625
2021-08-05 00:00:00,46.56569779003112,11.52480224307359,d60a9f16-3e60-11ec-a759-0242ac13000d,2.0,Gleitung rotational/translational,287.14306640625
2021-07-13 00:00:00,46.252632675281745,11.253602783375406,4e5f49b6-25bc-11ec-abbc-0242ac130002,2.0,Gleitung rotational/translational,293.029052734375
2021-08-05 00:00:00,46.91499097215181,11.69023325235342,2565a18a-25db-11ec-a20e-0242ac130002,2.0,Gleitung rotational/translational,281.32080078125
2021-08-05 00:00:00,46.88300081672436,11.719059773228315,4047b88c-25de-11ec-823f-0242ac130002,2.0,Gleitung rotational/translational,285.33837890625
