Datum,Latitude,Longitude,UUID,MOVEMENT_C,MOVEMENT_D,Temperature_500hPa_K,Temperature_700hPa_K,Temperature_850hPa_K
2023-08-27 17:00:00,46.69283103409166,10.924054575474216,random-0059-no-landslide,99.0,No Rutschung,262.6513671875,277.001220703125,286.83984375
2019-05-09 03:00:00,46.514998635832534,12.259254641449076,random-0060-no-landslide,99.0,No Rutschung,253.68524169921875,267.163818359375,275.005859375
2023-09-13 00:00:00,46.3282241487862,12.252161382279857,random-0061-no-landslide,99.0,No Rutschung,261.339111328125,279.956298828125,287.2392578125
2021-09-11 19:00:00,46.729181421133774,11.513001363512275,random-0062-no-landslide,99.0,No Rutschung,258.649169921875,275.3623046875,287.162841796875
2019-03-14 16:00:00,46.9348687609636,10.82767545167541,random-0063-no-landslide,99.0,No Rutschung,249.34422302246094,262.927734375,273.02197265625
2019-12-17 01:00:00,46.40315725039876,11.490940751773666,random-0064-no-landslide,99.0,No Rutschung,256.4769287109375,270.139404296875,275.57958984375
2025-08-09 15:00:00,46.863382657196986,11.54450167134401,random-0065-no-landslide,99.0,No Rutschung,,,
2019-12-11 20:00:00,46.48026364746454,11.134488245944539,random-0066-no-landslide,99.0,No Rutschung,252.0736541748047,267.06640625,271.6533203125
2018-09-03 12:00:00,46.51998030198043,12.101806258197847,random-0067-no-landslide,99.0,No Rutschung,257.0875549316406,273.286376953125,285.935791015625
2021-12-02 13:00:00,46.289884738251125,11.70108841609881,random-0068-no-landslide,99.0,No Rutschung,246.82958984375,263.45751953125,273.536865234375
2018-03-09 22:00:00,46.70993583204755,11.969069965474091,random-0069-no-landslide,99.0,No Rutschung,255.26657104492188,269.14697265625,274.293701171875
2017-08-16 08:00:00,46.90467835706032,11.196669850665275,random-0070-no-landslide,99.0,No Rutschung,260.4959716796875,276.191650390625,287.71044921875
2020-08-08 23:00:00,46.44877267696771,11.03143717819426,random-0071-no-landslide,99.0,No Rutschung,263.010009765625,280.4078369140625,289.3800048828125
2019-05-25 06:00:00,46.35580698024636,12.360109224738562,random-0072-no-landslide,99.0,No Rutschung,254.7960968017578,271.9222412109375,281.7451171875
2020-04-15 05:00:00,46.46316286282822,10.94416279750518,random-0073-no-landslide,99.0,No Rutschung,255.79598999023438,270.445556640625,272.14208984375
2024-11-01 22:00:00,46.74724868052048,11.89208363298297,random-0074-no-landslide,99.0,No Rutschung,,,
2018-06-24 01:00:00,46.296732846435,11.563229561766462,random-0075-no-landslide,99.0,No Rutschung,256.278076171875,271.314453125,282.239501953125
2019-05-26 08:00:00,46.40469234464844,10.996434204568446,random-0076-no-landslide,99.0,No Rutschung,255.8643798828125,270.860107421875,282.235107421875
2025-01-07 05:00:00,46.88023390847168,11.41070387955298,random-0077-no-landslide,99.0,No Rutschung,,,
2022-11-30 04:00:00,46.59045871530376,11.986779669842534,random-0078-no-landslide,99.0,No Rutschung,249.76646423339844,264.9730224609375,270.095458984375
2021-02-14 10:00:00,46.36968140872595,11.421503887468884,random-0079-no-landslide,99.0,No Rutschung,243.3029327392578,253.62413024902344,262.059326171875
2022-11-14 06:00:00,46.78144618260599,11.570140163848873,random-0080-no-landslide,99.0,No Rutschung,250.24842834472656,266.186279296875,274.630859375
2020-12-16 04:00:00,46.90491188122564,10.831706613880213,random-0081-no-landslide,99.0,No Rutschung,251.47109985351562,269.73291015625,274.251953125
2019-01-15 01:00:00,46.495309777025,12.211273672745751,random-0082-no-landslide,99.0,No Rutschung,243.58888244628906,256.62567138671875,268.64111328125
2024-02-12 16:00:00,46.467005787834644,12.28271994002515,random-0083-no-landslide,99.0,No Rutschung,,,
2022-12-26 07:00:00,46.92154691038408,12.308119501539023,random-0084-no-landslide,99.0,No Rutschung,253.929931640625,272.72802734375,274.047607421875
2019-06-14 02:00:00,46.36657010078485,11.072157425741446,random-0085-no-landslide,99.0,No Rutschung,260.9281005859375,278.63134765625,284.158447265625
2024-08-31 08:00:00,46.35118701088854,11.093147656646774,random-0086-no-landslide,99.0,No Rutschung,,,
2024-06-03 15:00:00,46.835786255693435,11.238573136600191,random-0087-no-landslide,99.0,No Rutschung,,,
2023-03-20 12:00:00,46.29924786415541,11.56650678467527,random-0088-no-landslide,99.0,No Rutschung,249.5613555908203,266.836181640625,279.689453125
2019-06-06 21:00:00,46.33006500364374,12.351874662627912,random-0089-no-landslide,99.0,No Rutschung,260.44873046875,275.088623046875,282.751220703125
2018-07-08 10:00:00,46.461116694906444,11.05269785676095,random-0090-no-landslide,99.0,No Rutschung,261.55743408203125,276.304931640625,288.85986328125
2022-11-13 16:00:00,46.48764810523877,11.814131821560407,random-0091-no-landslide,99.0,No Rutschung,254.15403747558594,268.146484375,277.838623046875
2017-10-12 06:00:00,46.53094951702408,11.05497837151207,random-0092-no-landslide,99.0,No Rutschung,256.5889587402344,273.5767822265625,279.8349609375
2018-06-24 13:00:00,46.885363283361784,12.121904596394689,random-0093-no-landslide,99.0,No Rutschung,255.49244689941406,274.073974609375,285.773193359375
2020-05-01 16:00:00,46.6804213192324,10.510212882680912,random-0094-no-landslide,99.0,No Rutschung,251.4653778076172,269.628662109375,280.65087890625
2023-11-05 10:00:00,46.514432537402286,10.633173818019438,random-0095-no-landslide,99.0,No Rutschung,250.96530151367188,268.62255859375,278.685791015625
2017-01-05 16:00:00,46.472209202355174,12.164788343307624,random-0096-no-landslide,99.0,No Rutschung,238.3104705810547,251.2084503173828,264.185302734375
2023-05-03 09:00:00,46.54437543825553,11.582969364807663,random-0097-no-landslide,99.0,No Rutschung,253.3729248046875,268.47705078125,280.691162109375
2022-09-27 14:00:00,46.56385642505346,10.567727891336306,random-0098-no-landslide,99.0,No Rutschung,253.58473205566406,269.372802734375,282.75439453125
2021-01-31 21:00:00,46.831994301383766,12.336516784544369,random-0099-no-landslide,99.0,No Rutschung,250.11073303222656,264.74560546875,271.66015625
2024-03-08 13:00:00,46.257345510577345,10.968476477374985,random-0100-no-landslide,99.0,No Rutschung,,,
2019-12-18 10:00:00,46.32071123344059,11.174058107362908,random-0101-no-landslide,99.0,No Rutschung,253.44374084472656,268.932373046875,277.3935546875
2023-12-20 20:00:00,46.42448171982456,12.048596118384513,random-0102-no-landslide,99.0,No Rutschung,250.65870666503906,265.57861328125,273.69677734375
2018-08-17 14:00:00,46.524897092470916,10.863999548999391,random-0103-no-landslide,99.0,No Rutschung,262.147705078125,278.32421875,292.490966796875
2019-02-26 00:00:00,46.324794262379626,10.759231627298945,random-0104-no-landslide,99.0,No Rutschung,253.5799102783203,272.23681640625,279.447998046875
2020-03-05 20:00:00,46.25894914468206,11.83677889776268,random-0105-no-landslide,99.0,No Rutschung,254.7459716796875,265.878662109375,271.984619140625
2017-01-19 12:00:00,46.54473260855297,11.006961839765474,random-0106-no-landslide,99.0,No Rutschung,245.62197875976562,261.60205078125,268.7900390625
2024-03-11 00:00:00,46.920849112577805,10.547922194390527,random-0107-no-landslide,99.0,No Rutschung,,,
2023-07-05 10:00:00,46.523172668955056,11.801958635621315,random-0108-no-landslide,99.0,No Rutschung,258.92913818359375,276.186767578125,288.546630859375
2023-08-20 19:00:00,46.54716078104493,12.211926918362447,random-0109-no-landslide,99.0,No Rutschung,266.30517578125,281.8359375,293.16357421875
2025-01-18 03:00:00,46.360791977793276,10.676056349169006,random-0110-no-landslide,99.0,No Rutschung,,,
2021-04-21 23:00:00,46.91525909203142,11.023981517718822,random-0111-no-landslide,99.0,No Rutschung,246.50698852539062,265.572021484375,275.051513671875
2023-01-02 19:00:00,46.66880502941236,11.537135164197215,random-0112-no-landslide,99.0,No Rutschung,254.79391479492188,270.495361328125,275.859619140625
2021-07-07 07:00:00,46.635994094519475,10.589744481359826,random-0113-no-landslide,99.0,No Rutschung,263.79443359375,278.088134765625,287.9140625
2023-03-13 12:00:00,46.239791262386206,11.917656381207639,random-0114-no-landslide,99.0,No Rutschung,256.05712890625,273.094482421875,276.72509765625
2023-10-14 15:00:00,46.45311752627937,10.676586852327551,random-0115-no-landslide,99.0,No Rutschung,258.86749267578125,275.3759765625,286.0595703125
2024-09-05 21:00:00,46.299720215186014,11.387201665541712,random-0116-no-landslide,99.0,No Rutschung,,,
2024-12-11 06:00:00,46.35385098596485,11.385888847321738,random-0117-no-landslide,99.0,No Rutschung,,,
2018-04-23 11:00:00,46.26397052952565,11.715565684530656,random-0118-no-landslide,99.0,No Rutschung,255.576416015625,273.70703125,286.741455078125
2019-01-07 12:00:00,46.41683316030547,12.158570824289935,random-0119-no-landslide,99.0,No Rutschung,248.73451232910156,261.69171142578125,273.363525390625
2022-04-18 04:00:00,46.59081722708776,11.670847989960727,random-0120-no-landslide,99.0,No Rutschung,250.9720458984375,266.05126953125,272.337646484375
2019-04-22 15:00:00,46.346476679385766,11.732245597615382,random-0121-no-landslide,99.0,No Rutschung,256.76043701171875,271.458984375,282.92578125
2018-06-27 14:00:00,46.852295165079326,12.266226459839315,random-0122-no-landslide,99.0,No Rutschung,253.92271423339844,272.083251953125,285.3291015625
2018-09-23 09:00:00,46.642771935098864,12.258706701179106,random-0123-no-landslide,99.0,No Rutschung,264.6226806640625,279.505126953125,286.350341796875
2025-04-07 04:00:00,46.32174535907967,11.572688619438422,random-0124-no-landslide,99.0,No Rutschung,,,
2018-06-12 15:00:00,46.90563457406269,11.520796865504263,random-0125-no-landslide,99.0,No Rutschung,260.363525390625,275.86376953125,288.048828125
2020-03-12 20:00:00,46.697364440033006,12.034679605793878,random-0126-no-landslide,99.0,No Rutschung,255.45848083496094,272.818359375,279.150146484375
2019-06-01 12:00:00,46.30183454729374,10.630220005196223,random-0127-no-landslide,99.0,No Rutschung,258.9395751953125,275.704833984375,287.957763671875
2021-02-11 23:00:00,46.67349727499904,10.573376764169641,random-0128-no-landslide,99.0,No Rutschung,247.90919494628906,259.7301025390625,263.3956604003906
2020-02-07 14:00:00,46.83626184113978,11.0969878455193,random-0129-no-landslide,99.0,No Rutschung,253.76837158203125,270.109130859375,276.309326171875
2017-06-21 17:00:00,46.41669016575725,11.137470411586026,random-0130-no-landslide,99.0,No Rutschung,261.42596435546875,280.2254638671875,293.62841796875
2022-10-12 14:00:00,46.25759803197511,12.252008350904195,random-0131-no-landslide,99.0,No Rutschung,254.15530395507812,271.869140625,282.945556640625
2024-01-27 12:00:00,46.432017061846935,12.00299149152534,random-0132-no-landslide,99.0,No Rutschung,,,
2022-01-20 17:00:00,46.63777749314685,11.292389492638016,random-0133-no-landslide,99.0,No Rutschung,250.7446746826172,259.420654296875,270.321044921875
2024-07-10 10:00:00,46.40902093110144,10.739291606517657,random-0134-no-landslide,99.0,No Rutschung,,,
2024-05-26 01:00:00,46.40081912712369,11.551183470576484,random-0135-no-landslide,99.0,No Rutschung,,,
2017-04-22 09:00:00,46.771383069010746,11.904613357547255,random-0136-no-landslide,99.0,No Rutschung,251.3197021484375,267.3447265625,279.537109375
2018-12-04 09:00:00,46.59233706729313,12.188251738881073,random-0137-no-landslide,99.0,No Rutschung,249.9493408203125,266.181640625,276.7451171875
2018-11-13 16:00:00,46.872638305822335,11.098996123660132,random-0138-no-landslide,99.0,No Rutschung,256.15289306640625,271.971923828125,280.6552734375
2023-12-25 05:00:00,46.917899432563125,10.600532574282493,random-0139-no-landslide,99.0,No Rutschung,257.47723388671875,272.58740234375,279.204833984375
2017-11-12 14:00:00,46.64130942635447,12.278111059040427,random-0140-no-landslide,99.0,No Rutschung,252.02716064453125,268.67919921875,275.479248046875
2024-03-30 07:00:00,46.29531750276336,10.656255610402974,random-0141-no-landslide,99.0,No Rutschung,,,
2022-08-05 15:00:00,46.7698257154941,11.758097412574003,random-0142-no-landslide,99.0,No Rutschung,264.8458251953125,281.2740478515625,294.93212890625
2024-07-18 23:00:00,46.31094634700158,11.96150673979158,random-0143-no-landslide,99.0,No Rutschung,,,
2023-09-04 19:00:00,46.270793523620114,11.425061686314953,random-0144-no-landslide,99.0,No Rutschung,267.349365234375,280.304931640625,290.695068359375
2023-03-09 05:00:00,46.75880892301781,10.604994023895138,random-0145-no-landslide,99.0,No Rutschung,248.89756774902344,266.301513671875,276.215576171875
2019-05-21 02:00:00,46.31353368142642,11.156713088507924,random-0146-no-landslide,99.0,No Rutschung,255.0162353515625,269.895263671875,278.84814453125
2023-11-21 12:00:00,46.83057967071844,11.787103337927897,random-0147-no-landslide,99.0,No Rutschung,247.11048889160156,264.81396484375,276.013671875
2019-03-27 16:00:00,46.28171355266167,11.811298926825042,random-0148-no-landslide,99.0,No Rutschung,248.27540588378906,263.121826171875,274.8212890625
2017-08-31 04:00:00,46.28788004735754,11.821159384340499,random-0149-no-landslide,99.0,No Rutschung,263.693603515625,281.908203125,287.65625
2017-05-24 15:00:00,46.90978860575344,12.020416933477872,random-0150-no-landslide,99.0,No Rutschung,256.98712158203125,272.557373046875,286.277099609375
2020-08-18 05:00:00,46.738085076852585,11.155410166946503,random-0151-no-landslide,99.0,No Rutschung,258.49267578125,275.099609375,285.054931640625
2021-03-15 08:00:00,46.73586086351028,11.207337620336057,random-0152-no-landslide,99.0,No Rutschung,241.95074462890625,258.832763671875,269.45751953125
2017-06-08 18:00:00,46.541486548049804,11.11807515118732,random-0153-no-landslide,99.0,No Rutschung,258.7855224609375,276.63671875,288.203125
2024-08-06 13:00:00,46.566056069859805,10.521748234257903,random-0154-no-landslide,99.0,No Rutschung,,,
2020-03-25 05:00:00,46.780470002701236,11.886106015073146,random-0155-no-landslide,99.0,No Rutschung,244.79473876953125,258.84539794921875,263.332763671875
2020-05-14 13:00:00,46.718591253000056,11.89216055154578,random-0156-no-landslide,99.0,No Rutschung,257.3590087890625,274.34521484375,287.839599609375
2020-10-18 00:00:00,46.43465833426531,11.201508947323822,random-0157-no-landslide,99.0,No Rutschung,251.70692443847656,266.07177734375,274.71826171875
2018-08-03 22:00:00,46.92126146179517,10.918631821165027,random-0158-no-landslide,99.0,No Rutschung,264.4493408203125,280.43206787109375,290.60205078125
2019-02-18 04:00:00,46.62878876480671,12.329148746912242,random-0159-no-landslide,99.0,No Rutschung,251.94068908691406,272.7718505859375,272.583740234375
2022-12-09 17:00:00,46.893553012759284,10.581674976746509,random-0160-no-landslide,99.0,No Rutschung,251.40599060058594,266.4853515625,272.033447265625
2020-01-29 22:00:00,46.62724404511203,10.638513753949054,random-0161-no-landslide,99.0,No Rutschung,244.80223083496094,260.16845703125,272.185302734375
2022-12-28 12:00:00,46.38517067653313,10.811332979256845,random-0162-no-landslide,99.0,No Rutschung,254.19017028808594,268.4541015625,273.417724609375
2018-03-10 03:00:00,46.68017975602665,11.35048925795536,random-0163-no-landslide,99.0,No Rutschung,255.6390838623047,269.4189453125,273.28955078125
2021-02-23 22:00:00,46.262094142224164,12.18564334423108,random-0164-no-landslide,99.0,No Rutschung,254.77186584472656,272.239501953125,280.00048828125
2019-08-05 03:00:00,46.27101268035554,12.2932488408151,random-0165-no-landslide,99.0,No Rutschung,260.2781982421875,277.60546875,285.401611328125
2020-08-29 20:00:00,46.67484660893608,11.352575545580839,random-0166-no-landslide,99.0,No Rutschung,261.901611328125,277.09130859375,286.292724609375
2018-09-28 07:00:00,46.69403446676397,10.817811389813953,random-0167-no-landslide,99.0,No Rutschung,261.367919921875,279.08251953125,283.919921875
2018-04-16 08:00:00,46.648648382676775,11.161270574473727,random-0168-no-landslide,99.0,No Rutschung,253.49864196777344,269.928466796875,280.2958984375
2021-11-06 02:00:00,46.73088886158789,12.344688223785502,random-0169-no-landslide,99.0,No Rutschung,248.86119079589844,265.75439453125,269.265869140625
2025-01-23 23:00:00,46.52479138150489,11.023662896314324,random-0170-no-landslide,99.0,No Rutschung,,,
2022-08-08 14:00:00,46.32511006687332,11.007196315905208,random-0171-no-landslide,99.0,No Rutschung,261.46044921875,279.052978515625,294.096923828125
2022-10-27 08:00:00,46.67002202100314,11.857581045377097,random-0172-no-landslide,99.0,No Rutschung,257.57513427734375,274.899658203125,279.748779296875
2023-12-16 04:00:00,46.85909138136879,10.655253330458764,random-0173-no-landslide,99.0,No Rutschung,252.38357543945312,266.070068359375,268.72900390625
2017-02-18 11:00:00,46.24839088714977,10.585074345289598,random-0174-no-landslide,99.0,No Rutschung,247.1757049560547,263.2822265625,272.288330078125
2020-05-24 05:00:00,46.574466050896824,11.954599558116454,random-0175-no-landslide,99.0,No Rutschung,254.19747924804688,268.2265625,277.57470703125
2019-05-20 23:00:00,46.76781740109103,11.205002755393915,random-0176-no-landslide,99.0,No Rutschung,254.54151916503906,269.970458984375,277.87353515625
2025-07-30 22:00:00,46.83428214188299,12.314214770776232,random-0177-no-landslide,99.0,No Rutschung,,,
2020-02-14 07:00:00,46.52738616178022,11.376953054514146,random-0178-no-landslide,99.0,No Rutschung,247.46421813964844,261.235107421875,271.821044921875
2025-06-30 13:00:00,46.283578096572455,10.526083391017163,random-0179-no-landslide,99.0,No Rutschung,,,
2022-02-16 23:00:00,46.76805617373685,11.499721498456706,random-0180-no-landslide,99.0,No Rutschung,256.49285888671875,271.524169921875,272.44970703125
2017-11-24 17:00:00,46.781757460786096,11.53915032817911,random-0181-no-landslide,99.0,No Rutschung,253.20932006835938,271.2845458984375,275.126708984375
2017-07-02 11:00:00,46.4071044643966,12.089320746004892,random-0182-no-landslide,99.0,No Rutschung,257.7078857421875,273.53857421875,286.605712890625
2017-05-16 19:00:00,46.42677204547343,10.970703742820367,random-0183-no-landslide,99.0,No Rutschung,260.32080078125,275.95263671875,286.462890625
2019-06-23 22:00:00,46.67340703476042,11.756568215441273,random-0184-no-landslide,99.0,No Rutschung,262.9957275390625,277.73583984375,287.162353515625
2019-09-13 05:00:00,46.71179239427493,10.712865130177068,random-0185-no-landslide,99.0,No Rutschung,264.239501953125,279.10205078125,282.965576171875
2024-10-18 20:00:00,46.82656309559823,11.391010518744793,random-0186-no-landslide,99.0,No Rutschung,,,
2025-03-24 23:00:00,46.62584534620149,12.094059419810545,random-0187-no-landslide,99.0,No Rutschung,,,
2018-02-28 21:00:00,46.7981547810195,10.665836914275085,random-0188-no-landslide,99.0,No Rutschung,249.71957397460938,257.83660888671875,262.643310546875
2021-08-27 02:00:00,46.531491719009296,11.39818230574208,random-0189-no-landslide,99.0,No Rutschung,258.4194030761719,272.474365234375,283.99462890625
2020-10-07 03:00:00,46.735139340101604,11.660469052214173,random-0190-no-landslide,99.0,No Rutschung,251.19113159179688,269.180419921875,279.061279296875
2018-07-09 13:00:00,46.239899841108816,10.755526090799005,random-0191-no-landslide,99.0,No Rutschung,260.414306640625,277.90185546875,291.14697265625
2020-11-26 05:00:00,46.543657789802104,11.233996565421462,random-0192-no-landslide,99.0,No Rutschung,252.1775665283203,269.0587158203125,273.223388671875
2021-07-07 15:00:00,46.62264169266244,11.858847986009934,random-0193-no-landslide,99.0,No Rutschung,263.5849609375,280.037353515625,292.969482421875
2020-02-24 00:00:00,46.44345466532083,12.203058746463364,random-0194-no-landslide,99.0,No Rutschung,258.6611328125,271.85107421875,281.680908203125
2019-12-10 00:00:00,46.91142044009276,12.113099702669397,random-0195-no-landslide,99.0,No Rutschung,243.4534454345703,262.0390625,271.6865234375
2019-07-06 03:00:00,46.83426238493946,11.35947578677265,random-0196-no-landslide,99.0,No Rutschung,262.9205322265625,279.2373046875,286.66015625
2018-01-29 08:00:00,46.55921508434207,10.983423088511643,random-0197-no-landslide,99.0,No Rutschung,254.14340209960938,271.3857421875,275.512939453125
2022-01-03 02:00:00,46.47477185808291,11.584437353214952,random-0198-no-landslide,99.0,No Rutschung,255.13453674316406,271.244873046875,276.705322265625
2020-08-06 01:00:00,46.32141891678311,10.741516840241234,random-0199-no-landslide,99.0,No Rutschung,264.27783203125,278.210205078125,285.681640625
2024-06-06 03:00:00,46.730533958980274,11.2490617617461,random-0200-no-landslide,99.0,No Rutschung,,,
2019-11-25 20:00:00,46.47771949480724,10.840625191884016,random-0201-no-landslide,99.0,No Rutschung,255.0470428466797,272.0849609375,278.482177734375
2023-05-18 00:00:00,46.59950757081143,12.13545296372865,random-0202-no-landslide,99.0,No Rutschung,253.9119415283203,268.12548828125,276.226318359375
2022-11-30 18:00:00,46.390226932428135,11.626110187295085,random-0203-no-landslide,99.0,No Rutschung,250.08033752441406,263.51904296875,272.6943359375
2021-04-06 17:00:00,46.47912141532696,11.145806785049494,random-0204-no-landslide,99.0,No Rutschung,238.59481811523438,256.654052734375,270.0810546875
2019-07-21 00:00:00,46.31609691249906,10.666387261789598,random-0205-no-landslide,99.0,No Rutschung,262.5594482421875,279.189208984375,288.199951171875
2022-04-14 22:00:00,46.59101905637488,11.18168606904489,random-0206-no-landslide,99.0,No Rutschung,254.15074157714844,272.34912109375,282.16552734375
2025-06-24 18:00:00,46.575022897414364,10.673096762430358,random-0207-no-landslide,99.0,No Rutschung,,,
2023-03-07 01:00:00,46.85687720120983,10.653403218161838,random-0208-no-landslide,99.0,No Rutschung,248.18385314941406,261.9404296875,270.689697265625
2024-08-01 12:00:00,46.231317342057096,11.206025612604762,random-0209-no-landslide,99.0,No Rutschung,,,
2021-11-30 15:00:00,46.658431985824265,10.658560511731478,random-0210-no-landslide,99.0,No Rutschung,251.73399353027344,264.677490234375,270.763427734375
2018-04-16 14:00:00,46.577448758745376,11.19328398888558,random-0211-no-landslide,99.0,No Rutschung,253.38711547851562,270.787841796875,284.343994140625
2025-06-02 17:00:00,46.56165629319352,11.19036973106285,random-0212-no-landslide,99.0,No Rutschung,,,
2025-05-24 23:00:00,46.41075938472075,10.569113396222091,random-0213-no-landslide,99.0,No Rutschung,,,
2021-04-22 02:00:00,46.59695169571749,12.174514912287751,random-0214-no-landslide,99.0,No Rutschung,246.77345275878906,265.3017578125,273.659912109375
2021-05-17 03:00:00,46.85230669076613,10.557499005034392,random-0215-no-landslide,99.0,No Rutschung,249.7946319580078,265.45849609375,276.552490234375
2017-03-31 06:00:00,46.30477291341106,11.243196351935826,random-0216-no-landslide,99.0,No Rutschung,253.22842407226562,271.0706787109375,277.388916015625
2021-09-29 06:00:00,46.63450585278687,10.841380269084945,random-0217-no-landslide,99.0,No Rutschung,256.4193115234375,272.36572265625,281.80078125
2024-04-19 04:00:00,46.869050104648665,10.724467346945614,random-0218-no-landslide,99.0,No Rutschung,,,
2021-12-26 07:00:00,46.69545258137555,11.164546878297907,random-0219-no-landslide,99.0,No Rutschung,248.39523315429688,265.98828125,271.56591796875
2024-08-24 06:00:00,46.630036480229094,11.878343106364936,random-0220-no-landslide,99.0,No Rutschung,,,
2020-04-15 22:00:00,46.50149649069763,11.55603011702744,random-0221-no-landslide,99.0,No Rutschung,257.59716796875,273.55859375,278.333251953125
2024-12-03 07:00:00,46.63939925416333,11.708354308539795,random-0222-no-landslide,99.0,No Rutschung,,,
2020-09-22 14:00:00,46.30255598095733,10.944121105411046,random-0223-no-landslide,99.0,No Rutschung,259.2587890625,274.527587890625,286.299072265625
2025-04-25 05:00:00,46.579809423074224,11.183718633968354,random-0224-no-landslide,99.0,No Rutschung,,,
2024-07-05 06:00:00,46.80824368385931,10.66486341732072,random-0225-no-landslide,99.0,No Rutschung,,,
2020-04-09 04:00:00,46.28707920435037,12.177429401456994,random-0226-no-landslide,99.0,No Rutschung,252.8342742919922,270.0863037109375,277.641357421875
2019-11-16 23:00:00,46.73002681406434,10.534630056459601,random-0227-no-landslide,99.0,No Rutschung,251.00091552734375,265.52734375,272.90869140625
2017-08-28 04:00:00,46.925748838582194,11.244489925006771,random-0228-no-landslide,99.0,No Rutschung,260.728515625,278.25341796875,286.987060546875
2023-03-07 19:00:00,46.41468510365922,12.028406327859308,random-0229-no-landslide,99.0,No Rutschung,248.9303436279297,264.352294921875,273.9658203125
2024-08-29 10:00:00,46.81901456690094,11.852301389294448,random-0230-no-landslide,99.0,No Rutschung,,,
2019-08-03 17:00:00,46.57177228789752,11.50101262277111,random-0231-no-landslide,99.0,No Rutschung,259.8603515625,275.9658203125,289.70458984375
2023-10-19 22:00:00,46.92468847901893,10.88400345338904,random-0232-no-landslide,99.0,No Rutschung,261.943359375,275.886474609375,284.44287109375
2020-12-30 02:00:00,46.75824269586856,10.87358661452989,random-0233-no-landslide,99.0,No Rutschung,241.536865234375,260.447265625,267.86181640625
2022-03-12 01:00:00,46.668014479383906,10.715257238879957,random-0234-no-landslide,99.0,No Rutschung,248.45973205566406,265.031494140625,270.49853515625
2024-09-10 22:00:00,46.59294869386324,10.663746221485484,random-0235-no-landslide,99.0,No Rutschung,,,
2023-12-27 21:00:00,46.611971153943635,11.40022828986395,random-0236-no-landslide,99.0,No Rutschung,258.6552734375,274.1536865234375,274.395751953125
2023-07-20 19:00:00,46.55571893322467,11.19096221158454,random-0237-no-landslide,99.0,No Rutschung,262.399169921875,277.751220703125,289.705810546875
2025-01-16 01:00:00,46.94046506957926,10.619025830086583,random-0238-no-landslide,99.0,No Rutschung,,,
2024-08-16 11:00:00,46.41234213872464,12.014947084839456,random-0239-no-landslide,99.0,No Rutschung,,,
2021-12-13 02:00:00,46.31326725521608,10.505586679781763,random-0240-no-landslide,99.0,No Rutschung,253.4390106201172,270.7998046875,275.798828125
2021-06-30 22:00:00,46.30608732028106,11.985803826561334,random-0241-no-landslide,99.0,No Rutschung,257.01849365234375,274.7412109375,283.237060546875
2025-07-22 09:00:00,46.75437886916804,10.732947769314288,random-0242-no-landslide,99.0,No Rutschung,,,
2023-12-09 07:00:00,46.5018239706361,10.883861804033812,random-0243-no-landslide,99.0,No Rutschung,249.8553009033203,265.330078125,272.590576171875
2021-03-23 07:00:00,46.64205294809336,11.886380502899996,random-0244-no-landslide,99.0,No Rutschung,249.32244873046875,261.31072998046875,266.92626953125
2023-09-05 05:00:00,46.800632269072416,10.76188562647577,random-0245-no-landslide,99.0,No Rutschung,267.193603515625,282.46875,285.641845703125
2022-05-28 22:00:00,46.347432899642264,10.806546847082581,random-0246-no-landslide,99.0,No Rutschung,255.94094848632812,271.4814453125,281.05322265625
2017-03-27 02:00:00,46.88150325347237,11.685618115056482,random-0247-no-landslide,99.0,No Rutschung,253.0030975341797,268.56494140625,273.222412109375
2025-08-30 21:00:00,46.71998649775926,11.600625079541132,random-0248-no-landslide,99.0,No Rutschung,,,
2023-12-05 17:00:00,46.875614774812114,11.835259279193188,random-0249-no-landslide,99.0,No Rutschung,244.7633819580078,262.2841796875,270.7216796875
2020-04-12 08:00:00,46.54456975500579,11.509884311396634,random-0250-no-landslide,99.0,No Rutschung,253.93099975585938,269.6510009765625,280.052734375
2021-03-21 05:00:00,46.61144544906207,11.23257178060345,random-0251-no-landslide,99.0,No Rutschung,248.5357208251953,260.05419921875,264.86767578125
2024-08-17 18:00:00,46.6193400273384,10.928784845857423,random-0252-no-landslide,99.0,No Rutschung,,,
2018-11-17 04:00:00,46.68028746997313,12.257962238345211,random-0253-no-landslide,99.0,No Rutschung,246.03382873535156,263.39208984375,270.706298828125
2021-06-28 02:00:00,46.86050457674988,10.812296620156177,random-0254-no-landslide,99.0,No Rutschung,261.8472900390625,278.301025390625,286.646240234375
2020-07-25 17:00:00,46.6411032686351,11.887016777623348,random-0255-no-landslide,99.0,No Rutschung,262.30615234375,276.96337890625,290.855712890625
2020-10-28 01:00:00,46.73722268265286,11.907478228007264,random-0256-no-landslide,99.0,No Rutschung,255.3209686279297,269.173583984375,271.363037109375
2018-08-19 01:00:00,46.2535372806054,11.891664331819685,random-0257-no-landslide,99.0,No Rutschung,261.349365234375,277.403564453125,288.2838134765625
2021-11-25 05:00:00,46.771449445519565,11.424241116715748,random-0258-no-landslide,99.0,No Rutschung,251.73257446289062,267.63330078125,270.33349609375
2017-04-10 10:00:00,46.83739446391889,10.707393909287156,random-0259-no-landslide,99.0,No Rutschung,251.72372436523438,270.9320068359375,284.402099609375
2022-05-12 05:00:00,46.59020823840021,11.629892129641647,random-0260-no-landslide,99.0,No Rutschung,258.0871887207031,276.40869140625,283.250732421875
